id,pr_id,material_id,quantity,unit_price,service_code,description,line_status,quality_flags
948,400,155,11,35110.43,,"Butterfly Valve, 100mm (4""), wafer type",OPEN,
949,400,90,8,1154.9,,"Conveyor Belt, steel cord, 650mm width",OPEN,
950,400,94,11,7210.47,,misc parts,OPEN,VAGUE_DESCRIPTION
951,401,218,14,18357.67,SVC-REF-01,Ref Service - contracted field technician,OPEN,
952,401,215,7,26340.15,SVC-INS-01,Ins Service - contracted field technician,OPEN,
953,402,5,5,23571.6,,"Flow Meter, magnetic, 150mm (6"")",OPEN,
954,402,47,17,5876.16,,"Pillow Block Bearing Unit UCP220, 20mm shaft",OPEN,
955,403,75,18,18121.75,,as discussed,OPEN,VAGUE_DESCRIPTION
956,404,5,14,22272.67,,"Flow Meter, magnetic, 150mm (6"")",OPEN,
957,405,220,20,14115.05,SVC-REF-03,Ref Service - contracted field technician,OPEN,
958,405,211,6,39948.59,SVC-INS-03,Ins Service - contracted field technician,OPEN,
959,405,214,7,14742.69,SVC-CAL-03,Cal Service - contracted field technician,OPEN,
960,406,198,1,64068.88,,"Knife Gate Valve, 80mm (3""), rubber lined",OPEN,
961,407,212,9,7537.53,SVC-CAL-01,Cal Service - contracted field technician,OPEN,
962,408,180,20,16403.96,,"Pressure Transmitter, 0-40 bar range, 4-20mA",OPEN,
963,409,12,8,15769.53,,"Belt Scraper Blade Set, 1600mm width, tungsten tip",OPEN,
964,409,136,4,4349.46,,"Troughing Idler Set, 800mm belt width, 3-roll",OPEN,
965,410,111,19,3851.33,,"Tapered Roller Bearing 32040, 40mm bore",OPEN,
966,410,143,7,20804.51,,as discussed,OPEN,VAGUE_DESCRIPTION
967,410,202,14,120281.32,,"Flow Meter, magnetic, 80mm (3"")",OPEN,
968,411,210,1,8573.76,SVC-INS-02,Ins Service - contracted field technician,OPEN,
969,411,211,20,39019.27,SVC-INS-03,Ins Service - contracted field technician,OPEN,
970,411,215,12,27484.1,SVC-INS-01,Ins Service - contracted field technician,OPEN,
971,412,190,4,98099.59,,"Mill Trunnion Bearing Liner, feed end",OPEN,
972,412,134,16,59974.64,,"Pinch Valve, 50mm (2""), slurry service",OPEN,
973,413,39,14,34980.31,,"Spherical Roller Bearing 22230, 30mm bore",OPEN,
974,413,124,3,105026.3,,"Slip Ring Induction Motor, 15kW, 6-pole",OPEN,
975,413,96,12,23911.84,,"Circuit Breaker, MCCB, 100A",OPEN,
976,414,19,6,147515.84,,"Density Meter, nuclear, 25mm (1"") pipe",OPEN,
977,414,11,9,358870.96,,"Slip Ring Induction Motor, 110kW, 6-pole",OPEN,
978,414,72,20,92259.76,,"Vertical Sump Pump Shaft Assembly, High-head",OPEN,
979,415,94,6,6444.71,,"Pillow Block Bearing Unit UCP230, 30mm shaft",OPEN,
980,415,127,18,48518.12,,"Crusher Toggle Plate, standard rating",OPEN,
981,415,180,18,18448.05,,"Pressure Transmitter, 0-40 bar range, 4-20mA",OPEN,
982,416,36,10,130770.71,,"SAG Mill Liner Plate, head, chrome-moly steel",OPEN,MISSING_SERVICE_CODE
983,416,109,20,5396.48,,"Troughing Idler Set, 1200mm belt width, 3-roll",OPEN,
984,416,7,19,12439.23,,"Ball Valve, 200mm (8""), full bore, stainless trim",OPEN,
985,417,59,5,58733.39,,"TEFC Induction Motor, 110kW, 4-pole, IE3",OPEN,
986,417,195,4,26262.66,,"Froth Paddle Assembly, tank cell",OPEN,
987,417,160,7,1120.51,,"Deep Groove Ball Bearing 6290-2RS, 90mm bore",OPEN,
988,418,202,4,138722.16,,"Flow Meter, magnetic, 80mm (3"")",OPEN,
989,418,79,10,65815.13,,"Flotation Cell Stator, small cell",OPEN,
990,419,49,9,101676.45,,"Vertical Sump Pump Shaft Assembly, Light duty",OPEN,
991,419,196,13,4273.67,,"Impact Idler, 800mm belt width, rubber disc",OPEN,
992,420,220,20,13988.56,SVC-REF-03,Ref Service - contracted field technician,OPEN,
993,421,114,17,8849.87,,"Tapered Roller Bearing 32090, 90mm bore",OPEN,
994,421,10,8,26098.52,,"Froth Paddle Assembly, large cell",OPEN,
995,422,98,18,15165.27,,"Level Transmitter, ultrasonic, 0-15m range",OPEN,
996,423,214,18,17018.68,SVC-CAL-03,Cal Service - contracted field technician,OPEN,
997,424,158,13,10292.27,,"Motor Drive Coupling, elastomeric, rated for 45kW",OPEN,
998,424,188,19,56420.07,,"Centrifugal Slurry Pump Casing Liner, Low-flow metering",OPEN,
999,424,70,17,63362.91,,"Jaw Crusher Fixed Jaw Plate, wave-profile, manganese steel",OPEN,
1000,425,137,3,17467.94,,misc parts,OPEN,VAGUE_DESCRIPTION
1001,425,98,3,13335.79,,"Level Transmitter, ultrasonic, 0-15m range",OPEN,
1002,425,57,14,2185.11,,"Conveyor Belt, steel cord, 800mm width",OPEN,
1003,425,80,16,9003.75,,"MCC Contactor, 32A, 3-pole",OPEN,
1004,425,200,16,25914.23,,"Froth Paddle Assembly, small cell",OPEN,
1005,425,24,14,50627.03,,"Seal Support System, API Plan 32, shaft 80mm",OPEN,
1006,425,86,20,264379.77,,"Slip Ring Induction Motor, 7.5kW, 6-pole",OPEN,MISSING_SERVICE_CODE
1007,425,175,1,2324.82,,"Impact Idler, 650mm belt width, rubber disc",OPEN,
1008,425,5,18,23071.43,,"Flow Meter, magnetic, 150mm (6"")",OPEN,MISSING_SERVICE_CODE
1009,425,5,11,22671.37,,"Flow Meter, magnetic, 150mm (6"")",OPEN,MISSING_SERVICE_CODE
1010,426,46,16,279419.78,,"Cone Crusher Concave Ring, fine profile",OPEN,
1011,426,97,19,17376.3,,"Motor Drive Coupling, elastomeric, rated for 7.5kW",OPEN,
1012,426,176,2,6123.02,,"Gland Packing Set, shaft 65mm, PTFE impregnated",OPEN,
1013,427,12,9,15712.37,,"Belt Scraper Blade Set, 1600mm width, tungsten tip",OPEN,
1014,427,146,9,1841.71,,"Deep Groove Ball Bearing 6260-2RS, 60mm bore",OPEN,
1015,428,165,16,12442.5,,"Tapered Roller Bearing 32060, 60mm bore",OPEN,
1016,428,92,11,66330.23,,as discussed,OPEN,VAGUE_DESCRIPTION
1017,429,81,12,31005.85,,spares as required,OPEN,VAGUE_DESCRIPTION
1018,429,142,19,76730.17,,"Seal Support System, API Plan 32, shaft 100mm",OPEN,
1019,430,87,2,47601.58,,"Flotation Cell Impeller, tank cell, rubber coated",OPEN,
1020,430,112,6,52927.33,,"Diaphragm Dosing Pump Head Assembly, Low-flow metering",OPEN,
1021,431,49,6,102138.39,,"Vertical Sump Pump Shaft Assembly, Light duty",OPEN,MISSING_SERVICE_CODE
1022,431,6,4,16917.84,,"MCC Contactor, 95A, 3-pole",OPEN,
1023,432,157,4,165791.39,,"TEFC Induction Motor, 55kW, 4-pole, IE3",OPEN,
1024,432,143,9,24053.34,,"MCC Contactor, 150A, 3-pole",OPEN,
1025,432,100,2,108860.32,,"Variable Speed Drive, 75kW",OPEN,
1026,433,60,7,15793.25,,"Circuit Breaker, MCCB, 630A",OPEN,
1027,433,20,8,50537.86,,"Flotation Cell Stator, large cell",OPEN,
1028,433,77,6,58972.85,,"TEFC Induction Motor, 90kW, 4-pole, IE3",OPEN,
1029,434,201,6,454580.91,,spares as required,OPEN,VAGUE_DESCRIPTION
1030,434,152,20,22406.69,,"Butterfly Valve, 150mm (6""), wafer type",OPEN,
1031,434,176,9,6047.33,,"Gland Packing Set, shaft 65mm, PTFE impregnated",OPEN,
1032,435,131,20,18857.46,,"Butterfly Valve, 50mm (2""), wafer type",OPEN,
1033,435,189,4,72895.59,,"Flow Meter, magnetic, 40mm (1.5"")",OPEN,
1034,436,50,13,10840.1,,as discussed,OPEN,VAGUE_DESCRIPTION
1035,436,154,6,14724.87,,"Motor Drive Coupling, elastomeric, rated for 55kW",OPEN,
1036,436,177,17,9228.12,,"Pillow Block Bearing Unit UCP225, 25mm shaft",OPEN,
1037,436,67,20,34303.15,,"Variable Speed Drive, 15kW",OPEN,
1038,436,88,18,27300.66,,"Circuit Breaker, MCCB, 400A",OPEN,
1039,437,215,12,25771.7,SVC-INS-01,items per attached list,OPEN,VAGUE_DESCRIPTION
1040,438,16,19,9682.0,,"Tapered Roller Bearing 32025, 25mm bore",OPEN,
1041,439,35,1,3600.67,,"Impact Idler, 1400mm belt width, rubber disc",OPEN,
1042,439,14,15,10233.59,,"Motor Drive Coupling, elastomeric, rated for 30kW",OPEN,MISSING_SERVICE_CODE
1043,440,28,1,132983.63,,"Variable Speed Drive, 30kW",OPEN,
1044,440,86,5,284574.62,,"Slip Ring Induction Motor, 7.5kW, 6-pole",OPEN,
1045,441,67,7,38103.07,,"Variable Speed Drive, 15kW",OPEN,
1046,441,56,20,4345.98,,as discussed,OPEN,VAGUE_DESCRIPTION
1047,441,116,17,107538.28,,"Slip Ring Induction Motor, 55kW, 6-pole",OPEN,
1048,442,51,2,331727.97,,"Mill Trunnion Bearing Liner, discharge end",OPEN,
1049,443,216,14,27195.75,,Ins Service - contracted field technician,OPEN,MISSING_SERVICE_CODE
1050,443,220,16,13750.66,SVC-REF-03,Ref Service - contracted field technician,OPEN,
1051,443,211,18,35200.36,SVC-INS-03,Ins Service - contracted field technician,OPEN,
1052,444,118,1,28911.03,,"Spherical Roller Bearing 22217, 17mm bore",OPEN,
1053,444,144,7,66038.64,,"TEFC Induction Motor, 7.5kW, 4-pole, IE3",OPEN,
1054,445,23,10,19775.44,,items per attached list,OPEN,VAGUE_DESCRIPTION
1055,445,176,19,6110.57,,items per attached list,OPEN,VAGUE_DESCRIPTION
1056,445,179,8,31762.95,,"Jaw Crusher Fixed Jaw Plate, corrugated, manganese steel",OPEN,
1057,446,139,12,5429.02,,"Tapered Roller Bearing 32075, 75mm bore",OPEN,
1058,447,102,14,168219.61,,"Centrifugal Slurry Pump Impeller, Light duty, hard metal",OPEN,
1059,448,172,19,65751.65,,"Knife Gate Valve, 200mm (8""), rubber lined",OPEN,
1060,448,55,10,309.73,,"Power Cable, XLPE armoured, 4-core 16mm2",OPEN,
1061,448,198,16,69871.18,,"Knife Gate Valve, 80mm (3""), rubber lined",OPEN,
1062,449,156,11,74666.57,,"Slip Ring Induction Motor, 30kW, 6-pole",OPEN,
1063,449,134,20,60512.31,,"Pinch Valve, 50mm (2""), slurry service",OPEN,
1064,450,176,7,5515.06,,"Gland Packing Set, shaft 65mm, PTFE impregnated",OPEN,
1065,450,197,10,247307.08,,"Slip Ring Induction Motor, 75kW, 6-pole",OPEN,
1066,450,135,20,39394.04,,"Level Transmitter, ultrasonic, 0-20m range",OPEN,
1067,451,180,3,17484.6,,"Pressure Transmitter, 0-40 bar range, 4-20mA",OPEN,
1068,451,141,20,7769.02,,"Tapered Roller Bearing 32020, 20mm bore",OPEN,
1069,452,202,20,120002.8,,"Flow Meter, magnetic, 80mm (3"")",OPEN,
1070,452,175,18,2206.71,,"Impact Idler, 650mm belt width, rubber disc",OPEN,
1071,453,91,18,167.82,,"Power Cable, XLPE armoured, 4-core 70mm2",OPEN,
1072,453,183,19,6114.57,,"Pillow Block Bearing Unit UCP235, 35mm shaft",OPEN,MISSING_SERVICE_CODE
1073,454,105,10,12387.04,,"Belt Scraper Blade Set, 650mm width, tungsten tip",OPEN,
1074,454,130,6,17230.3,,"Butterfly Valve, 200mm (8""), wafer type",OPEN,
1075,454,1,14,138944.02,,spares as required,OPEN,VAGUE_DESCRIPTION
1076,455,87,4,59005.22,,"Flotation Cell Impeller, tank cell, rubber coated",OPEN,
1077,455,71,17,1528.07,,"Conveyor Belt, steel cord, 1000mm width",OPEN,
1078,455,173,4,17921.46,,"Spherical Roller Bearing 22240, 40mm bore",OPEN,
1079,456,199,5,2190.97,,"Impact Idler, 1000mm belt width, rubber disc",OPEN,
1080,457,62,16,2370.39,,"Troughing Idler Set, 1400mm belt width, 3-roll",OPEN,
1081,457,61,20,14228.35,,"Belt Scraper Blade Set, 1000mm width, tungsten tip",OPEN,
1082,457,38,3,13961.03,,"Mechanical Seal, shaft 50mm, tungsten carbide faces",OPEN,
1083,458,21,7,5387.12,,"Pillow Block Bearing Unit UCP240, 40mm shaft",OPEN,
1084,458,36,3,120558.04,,"SAG Mill Liner Plate, head, chrome-moly steel",OPEN,
1085,458,194,1,116434.93,,"Flow Meter, magnetic, 25mm (1"")",OPEN,
1086,459,70,17,74380.5,,"Jaw Crusher Fixed Jaw Plate, wave-profile, manganese steel",OPEN,
1087,459,146,12,1764.52,,"Deep Groove Ball Bearing 6260-2RS, 60mm bore",OPEN,
1088,460,91,3,181.55,,"Power Cable, XLPE armoured, 4-core 70mm2",OPEN,
1089,461,213,6,32848.27,SVC-CAL-02,Cal Service - contracted field technician,OPEN,
1090,461,208,16,8909.8,SVC-REP-03,Rep Service - contracted field technician,OPEN,
1091,462,211,16,35549.98,SVC-INS-03,Ins Service - contracted field technician,OPEN,
1092,462,217,10,36650.79,SVC-INS-03,Ins Service - contracted field technician,OPEN,
1093,463,143,10,23417.44,,"MCC Contactor, 150A, 3-pole",OPEN,
1094,463,148,5,219212.87,,"Cone Crusher Concave Ring, coarse profile",OPEN,
1095,464,174,13,39867.48,,"Flotation Cell Stator, medium cell",OPEN,
1096,464,182,16,1932.82,,"Impact Idler, 1600mm belt width, rubber disc",OPEN,
1097,465,66,9,152327.12,,"Variable Speed Drive, 22kW",OPEN,
1098,466,80,15,7502.41,,"MCC Contactor, 32A, 3-pole",OPEN,
1099,466,92,20,63389.33,,"Pinch Valve, 40mm (1.5""), slurry service",OPEN,
1100,466,145,6,73826.67,,"Vertical Sump Pump Shaft Assembly, Medium duty",OPEN,
1101,467,158,2,10498.13,,"Motor Drive Coupling, elastomeric, rated for 45kW",OPEN,MISSING_SERVICE_CODE
1102,467,148,20,209895.73,,"Cone Crusher Concave Ring, coarse profile",OPEN,
1103,467,20,16,49950.45,,"Flotation Cell Stator, large cell",OPEN,
1104,468,20,7,48583.99,,"Flotation Cell Stator, large cell",OPEN,
1105,468,12,11,16356.83,,"Belt Scraper Blade Set, 1600mm width, tungsten tip",OPEN,
1106,468,47,15,6041.39,,"Pillow Block Bearing Unit UCP220, 20mm shaft",OPEN,
1107,469,18,13,87764.58,,"Flotation Cell Impeller, small cell, rubber coated",OPEN,
1108,469,52,11,94798.55,,"Jaw Crusher Fixed Jaw Plate, high-manganese, manganese steel",OPEN,
1109,469,186,7,85397.47,,"SAG Mill Liner Plate, lifter bar, chrome-moly steel",OPEN,
1110,469,17,5,11264.9,,"Belt Scraper Blade Set, 1400mm width, tungsten tip",OPEN,
1111,469,3,16,35390.72,,"Variable Speed Drive, 11kW",OPEN,
1112,469,78,4,53366.55,,"Flotation Cell Stator, tank cell",OPEN,
1113,469,39,13,30516.75,,"Spherical Roller Bearing 22230, 30mm bore",OPEN,
1114,469,5,4,22769.72,,"Flow Meter, magnetic, 150mm (6"")",OPEN,
1115,469,191,8,30401.89,,"Spherical Roller Bearing 22260, 60mm bore",OPEN,
1116,469,196,15,4293.01,,"Impact Idler, 800mm belt width, rubber disc",OPEN,
1117,469,196,12,4641.43,,as discussed,OPEN,VAGUE_DESCRIPTION
1118,469,98,16,15734.39,,"Level Transmitter, ultrasonic, 0-15m range",OPEN,
1119,470,25,2,969.31,,"Conveyor Belt, steel cord, 1600mm width",OPEN,
1120,471,19,4,138815.46,,"Density Meter, nuclear, 25mm (1"") pipe",OPEN,
1121,471,106,19,2500.69,,"Deep Groove Ball Bearing 6235-2RS, 35mm bore",OPEN,
1122,471,92,10,57836.95,,"Pinch Valve, 40mm (1.5""), slurry service",OPEN,
1123,472,207,14,37062.4,SVC-REP-02,Rep Service - contracted field technician,OPEN,
1124,472,213,16,29789.85,SVC-CAL-02,Cal Service - contracted field technician,OPEN,
1125,473,55,6,334.11,,"Power Cable, XLPE armoured, 4-core 16mm2",OPEN,
1126,474,187,2,23701.34,,"Ball Mill Grinding Media, 40mm, forged steel balls",OPEN,
1127,474,31,16,2162.69,,"Ball Valve, 25mm (1""), full bore, stainless trim",OPEN,
1128,475,60,8,14778.04,,"Circuit Breaker, MCCB, 630A",OPEN,
1129,476,207,1,36125.44,,Rep Service - contracted field technician,OPEN,MISSING_SERVICE_CODE
1130,476,206,11,7354.14,SVC-REP-01,Rep Service - contracted field technician,OPEN,
1131,476,220,2,15187.97,SVC-REF-03,Ref Service - contracted field technician,OPEN,
1132,477,155,9,31853.14,,"Butterfly Valve, 100mm (4""), wafer type",OPEN,MISSING_SERVICE_CODE
1133,477,161,1,13585.52,,"Pressure Transmitter, 0-100 bar range, 4-20mA",OPEN,
1134,477,28,7,140371.35,,"Variable Speed Drive, 30kW",OPEN,
1135,478,103,2,31453.92,,"Diaphragm Dosing Pump Head Assembly, Light duty",OPEN,
1136,478,106,9,2999.41,,"Deep Groove Ball Bearing 6235-2RS, 35mm bore",OPEN,
1137,478,160,16,980.66,,"Deep Groove Ball Bearing 6290-2RS, 90mm bore",OPEN,
1138,479,80,13,8897.64,,"MCC Contactor, 32A, 3-pole",OPEN,
1139,479,153,16,118567.73,,"Density Meter, nuclear, 40mm (1.5"") pipe",OPEN,
1140,479,138,5,25397.03,,"Centrifugal Slurry Pump Casing Liner, High-head",OPEN,
1141,480,142,9,76590.47,,"Seal Support System, API Plan 32, shaft 100mm",OPEN,
1142,480,51,16,337129.52,,"Mill Trunnion Bearing Liner, discharge end",OPEN,
1143,480,27,17,2789.01,,"Gland Packing Set, shaft 50mm, PTFE impregnated",OPEN,
1144,481,214,9,13934.86,SVC-CAL-03,Cal Service - contracted field technician,OPEN,
1145,481,209,11,27459.79,SVC-INS-01,Ins Service - contracted field technician,OPEN,
1146,482,29,19,53228.98,,"Mechanical Seal, shaft 80mm, tungsten carbide faces",OPEN,
1147,482,35,12,4333.5,,"Impact Idler, 1400mm belt width, rubber disc",OPEN,
1148,483,174,15,38303.95,,"Flotation Cell Stator, medium cell",OPEN,MISSING_SERVICE_CODE
1149,484,48,5,5819.23,,"Belt Scraper Blade Set, 1200mm width, tungsten tip",OPEN,MISSING_SERVICE_CODE
1150,484,13,2,26281.17,,"Vertical Sump Pump Shaft Assembly, Heavy duty slurry",OPEN,
1151,485,217,3,37462.92,SVC-INS-03,Ins Service - contracted field technician,OPEN,
1152,485,214,19,14763.4,SVC-CAL-03,Cal Service - contracted field technician,OPEN,
1153,486,150,12,932.83,,"Conveyor Belt, steel cord, 1400mm width",OPEN,
1154,486,30,12,41746.59,,"Knife Gate Valve, 25mm (1""), rubber lined",OPEN,
1155,486,62,13,2384.91,,"Troughing Idler Set, 1400mm belt width, 3-roll",OPEN,
1156,487,202,10,122874.89,,"Flow Meter, magnetic, 80mm (3"")",OPEN,
1157,487,177,11,9044.41,,"Pillow Block Bearing Unit UCP225, 25mm shaft",OPEN,
1158,487,119,12,4015.55,,"Tapered Roller Bearing 32017, 17mm bore",OPEN,
1159,488,217,8,42196.49,SVC-INS-03,Ins Service - contracted field technician,OPEN,
1160,489,118,19,28591.24,,as discussed,OPEN,VAGUE_DESCRIPTION
1161,490,171,19,5885.46,,spares as required,OPEN,VAGUE_DESCRIPTION
1162,490,199,14,2437.88,,"Impact Idler, 1000mm belt width, rubber disc",OPEN,
1163,490,114,8,8726.99,,"Tapered Roller Bearing 32090, 90mm bore",OPEN,
1164,491,218,6,18406.37,SVC-REF-01,Ref Service - contracted field technician,OPEN,
1165,491,213,5,29076.85,SVC-CAL-02,Cal Service - contracted field technician,OPEN,
1166,491,215,15,27001.35,SVC-INS-01,Ins Service - contracted field technician,OPEN,
1167,492,210,8,9137.17,SVC-INS-02,Ins Service - contracted field technician,OPEN,
1168,492,212,7,7671.62,,Cal Service - contracted field technician,OPEN,MISSING_SERVICE_CODE
1169,492,217,13,38968.07,SVC-INS-03,Ins Service - contracted field technician,OPEN,
1170,493,42,6,13755.92,,"MCC Contactor, 65A, 3-pole",OPEN,
1171,493,195,3,28118.09,,"Froth Paddle Assembly, tank cell",OPEN,
1172,494,39,4,31684.21,,"Spherical Roller Bearing 22230, 30mm bore",OPEN,
1173,494,75,18,18048.06,,"TEFC Induction Motor, 22kW, 4-pole, IE3",OPEN,MISSING_SERVICE_CODE
1174,495,190,1,110966.04,,"Mill Trunnion Bearing Liner, feed end",OPEN,
1175,495,176,13,5997.98,,"Gland Packing Set, shaft 65mm, PTFE impregnated",OPEN,
1176,496,219,9,31693.79,SVC-REF-02,Ref Service - contracted field technician,OPEN,
1177,496,213,18,33197.78,SVC-CAL-02,Cal Service - contracted field technician,OPEN,
1178,496,211,6,39775.49,SVC-INS-03,Ins Service - contracted field technician,OPEN,
1179,496,214,15,15784.03,SVC-CAL-03,Cal Service - contracted field technician,OPEN,
1180,496,206,16,6969.01,SVC-REP-01,Rep Service - contracted field technician,OPEN,
1181,496,210,19,10397.3,SVC-INS-02,Ins Service - contracted field technician,OPEN,
1182,496,207,16,40262.73,SVC-REP-02,Rep Service - contracted field technician,OPEN,
1183,496,215,11,30298.6,SVC-INS-01,Ins Service - contracted field technician,OPEN,
1184,496,207,3,44758.75,SVC-REP-02,items per attached list,OPEN,VAGUE_DESCRIPTION
1185,497,184,15,43532.61,,"Diaphragm Dosing Pump Head Assembly, Medium duty",OPEN,
1186,498,97,15,16083.79,,"Motor Drive Coupling, elastomeric, rated for 7.5kW",OPEN,
1187,498,177,5,9942.4,,"Pillow Block Bearing Unit UCP225, 25mm shaft",OPEN,
1188,499,20,11,47967.63,,"Flotation Cell Stator, large cell",OPEN,
1189,500,42,6,14066.73,,items per attached list,OPEN,VAGUE_DESCRIPTION
1190,500,6,12,19780.24,,"MCC Contactor, 95A, 3-pole",OPEN,
1191,500,42,8,13745.76,,"MCC Contactor, 65A, 3-pole",OPEN,
1192,501,218,12,18452.67,SVC-REF-01,Ref Service - contracted field technician,OPEN,
1193,501,214,6,14084.53,SVC-CAL-03,Cal Service - contracted field technician,OPEN,
1194,502,182,19,2159.87,,"Impact Idler, 1600mm belt width, rubber disc",OPEN,
1195,502,27,5,2534.45,,"Gland Packing Set, shaft 50mm, PTFE impregnated",OPEN,
1196,502,175,6,2241.33,,"Impact Idler, 650mm belt width, rubber disc",OPEN,
1197,503,3,12,33488.78,,"Variable Speed Drive, 11kW",OPEN,MISSING_SERVICE_CODE
1198,503,140,18,2919.51,,items per attached list,OPEN,VAGUE_DESCRIPTION
1199,504,100,2,132182.84,,"Variable Speed Drive, 75kW",OPEN,
1200,504,12,20,15219.03,,"Belt Scraper Blade Set, 1600mm width, tungsten tip",OPEN,
1201,505,203,3,166280.64,,"Density Meter, nuclear, 100mm (4"") pipe",OPEN,
1202,505,123,20,24614.83,,"Motor Drive Coupling, elastomeric, rated for 15kW",OPEN,
1203,505,144,12,63416.12,,misc parts,OPEN,VAGUE_DESCRIPTION
1204,506,218,3,16980.04,SVC-REF-01,Ref Service - contracted field technician,OPEN,
1205,506,209,8,25693.78,SVC-INS-01,Ins Service - contracted field technician,OPEN,
1206,507,110,9,3548.87,,"Deep Groove Ball Bearing 6220-2RS, 20mm bore",OPEN,
1207,507,183,7,6034.31,,"Pillow Block Bearing Unit UCP235, 35mm shaft",OPEN,MISSING_SERVICE_CODE
1208,507,84,6,80798.81,,"SAG Mill Liner Plate, shell, chrome-moly steel",OPEN,
1209,508,109,3,5399.47,,"Troughing Idler Set, 1200mm belt width, 3-roll",OPEN,
1210,508,184,7,40155.65,,"Diaphragm Dosing Pump Head Assembly, Medium duty",OPEN,
1211,508,98,4,15029.35,,"Level Transmitter, ultrasonic, 0-15m range",OPEN,
1212,508,36,10,128280.6,,"SAG Mill Liner Plate, head, chrome-moly steel",OPEN,
1213,508,52,1,95071.36,,"Jaw Crusher Fixed Jaw Plate, high-manganese, manganese steel",OPEN,
1214,508,57,18,2498.76,,"Conveyor Belt, steel cord, 800mm width",OPEN,
1215,508,110,18,3467.87,,"Deep Groove Ball Bearing 6220-2RS, 20mm bore",OPEN,
1216,508,129,13,271848.18,,"Slip Ring Induction Motor, 11kW, 6-pole",OPEN,
1217,508,86,16,262689.23,,"Slip Ring Induction Motor, 7.5kW, 6-pole",OPEN,
1218,508,39,5,31071.81,,"Spherical Roller Bearing 22230, 30mm bore",OPEN,
1219,508,173,3,18985.15,,"Spherical Roller Bearing 22240, 40mm bore",OPEN,
1220,509,211,11,40843.87,SVC-INS-03,Ins Service - contracted field technician,OPEN,
1221,509,207,7,42108.53,SVC-REP-02,Rep Service - contracted field technician,OPEN,
1222,510,163,6,260896.95,,"Variable Speed Drive, 55kW",OPEN,
1223,510,93,7,70667.64,,"Pinch Valve, 150mm (6""), slurry service",OPEN,
1224,510,31,3,2136.38,,"Ball Valve, 25mm (1""), full bore, stainless trim",OPEN,
1225,510,59,1,61183.76,,"TEFC Induction Motor, 110kW, 4-pole, IE3",OPEN,
1226,510,191,10,28759.61,,"Spherical Roller Bearing 22260, 60mm bore",OPEN,
1227,510,51,16,341546.9,,"Mill Trunnion Bearing Liner, discharge end",OPEN,
1228,510,118,12,28162.65,,"Spherical Roller Bearing 22217, 17mm bore",OPEN,
1229,510,144,15,74731.48,,"TEFC Induction Motor, 7.5kW, 4-pole, IE3",OPEN,MISSING_SERVICE_CODE
1230,511,121,17,43530.18,,"Circuit Breaker, MCCB, 250A",OPEN,
1231,511,121,1,40149.66,,"Circuit Breaker, MCCB, 250A",OPEN,
1232,511,135,18,36251.7,,"Level Transmitter, ultrasonic, 0-20m range",OPEN,
1233,511,5,8,23711.44,,"Flow Meter, magnetic, 150mm (6"")",OPEN,
1234,511,128,16,7246.48,,"Spherical Roller Bearing 22290, 90mm bore",OPEN,MISSING_SERVICE_CODE
1235,512,206,1,6633.47,SVC-REP-01,Rep Service - contracted field technician,OPEN,
1236,512,214,9,15654.98,SVC-CAL-03,Cal Service - contracted field technician,OPEN,
1237,512,219,16,34094.39,SVC-REF-02,Ref Service - contracted field technician,OPEN,
1238,513,2,14,124606.41,,"Flow Meter, magnetic, 100mm (4"")",OPEN,
1239,514,40,20,5337.33,,"Motor Drive Coupling, elastomeric, rated for 22kW",OPEN,
1240,515,43,2,2919.91,,"Ball Valve, 150mm (6""), full bore, stainless trim",OPEN,
1241,515,84,4,80977.29,,"SAG Mill Liner Plate, shell, chrome-moly steel",OPEN,
1242,515,131,3,17990.98,,"Butterfly Valve, 50mm (2""), wafer type",OPEN,
1243,516,173,8,18339.0,,as discussed,OPEN,VAGUE_DESCRIPTION
1244,516,111,1,3775.37,,"Tapered Roller Bearing 32040, 40mm bore",OPEN,
1245,516,73,3,64391.2,,"Flotation Cell Impeller, medium cell, rubber coated",OPEN,
1246,517,175,2,2475.85,,"Impact Idler, 650mm belt width, rubber disc",OPEN,
1247,517,114,7,8603.69,,"Tapered Roller Bearing 32090, 90mm bore",OPEN,
1248,517,131,4,15891.45,,"Butterfly Valve, 50mm (2""), wafer type",OPEN,
1249,518,28,14,139986.98,,"Variable Speed Drive, 30kW",OPEN,
1250,519,194,15,109178.84,,"Flow Meter, magnetic, 25mm (1"")",OPEN,
1251,520,135,4,39487.73,,"Level Transmitter, ultrasonic, 0-20m range",OPEN,
1252,520,13,11,24299.61,,"Vertical Sump Pump Shaft Assembly, Heavy duty slurry",OPEN,
1253,521,218,18,15937.79,SVC-REF-01,Ref Service - contracted field technician,OPEN,
1254,521,216,19,25357.6,,Ins Service - contracted field technician,OPEN,MISSING_SERVICE_CODE
1255,521,213,15,33283.49,SVC-CAL-02,spares as required,OPEN,VAGUE_DESCRIPTION
1256,522,56,16,4822.48,,"MCC Contactor, 225A, 3-pole",OPEN,
1257,523,207,4,43176.91,,Rep Service - contracted field technician,OPEN,MISSING_SERVICE_CODE
1258,523,208,18,10117.01,SVC-REP-03,Rep Service - contracted field technician,OPEN,
1259,523,213,11,29608.16,SVC-CAL-02,Cal Service - contracted field technician,OPEN,
